Address,Balance,Network
AwwcgDr49wnVDKGQQnk2F1moiaJZ1YAPwABctvxCWg6k,8390.285748,Solana
Bj4c23e1zoud2mzPZfC7EkjpzYDx5jWAPybi5UzUUKjc,8382.019119,Solana
B5vHxNSXD2qvXqggioZKuxDHbxxxd1Lga9Jm9mbPmjiQ,8375.411191,Solana
2eEbJKW9KdQfw6yEhi9mfdVraeLKLzr6xug54yhnMXtq,8364.263273,Solana
XWtnvV64y9wUbNx6s1wdKFXJV3pC8YnnziymsizyjC8,8361.890879,Solana
Ej3Dvho5xyf84zFfCaPs3nDko11FsdRPyVJenbisTZLd,8356.056670,Solana
48Sbfe5Uopezq5hwGvkdA56e2E3mAAfefsZiV47N36CZ,8352.030394,Solana
HEpG3CDr9fhW2hbZvLLCvBEbXDrQVKkf4wwmBxjnwFcw,8345.978103,Solana
5GgpxWkzeGqRiA5Ed9ysSAeYV5PbTx9ELsi6R3wHyCSe,8339.526752,Solana
9oWub8acmDaUFP2ptMFbjRk9n6M7p89EgACg4YzsTJF4,8338.198160,Solana
2H8C3ABqpFwaoj6AFqUdYHXgfAUEHEeZZjRUs8vSAuk9,8330.444626,Solana
wBU7xBmB8R4ufWST7dApG6HfVKj3o2yrJBChdZJJDua,8324.082970,Solana
3vB4e8TULwHV2yABg3u18FjNfALep26GiWDdGgSo9h45,8321.223005,Solana
Du3dMfXyUWoAidevxJkBW8ehLuZRM1oneeqZ2YuvVeAJ,8316.238381,Solana
7dm9T49pco4vD3ShgDt48SeiYvPhvdhA9mYV564ZcQvV,8307.048332,Solana
3Z7W9pbfqb79pQ2VuqVdjRbidyWdNpHxb1zbY4h1zrTx,8306.716299,Solana
Ke3QmhdqdFS6dbPsVfhgqTLJks3gwu2fHBXMeEQ6fZu,8296.989768,Solana
DFa7SKeiNLWzLaBsMSzRMj2PyMscJR3CjC6SjVJa2oBQ,8270.930773,Solana
36jD4TppMYerbqwxs76dSMniZLPQy9cvRbG57Zit713k,8267.841696,Solana
9KAmFKA6u3FRy6Sp4JSWd1Y47Nj19BLEKKR7YUXug9zf,8265.678939,Solana
7UCUANsKWK8eEsdYCgA9JwESHK6LD2stBtt1Yjsposz7,8262.104616,Solana
J22mUMb3zjFktRmesVdkrADWTYHWbc9v4BsFkfvo9dfn,8256.981882,Solana
AnJcwoqv98TWFLLEKEqMe47LXMUFQm27boDZTmWk36qN,8256.758578,Solana
24ga1BEpgJCCXBV8aFUAqV2zGJsdzjSsorw8sXKyGg5i,8256.258350,Solana
FtERoazM4PunGVpviFkKndsS49zEC4kKG4cybHxRoff2,8249.870937,Solana
6NGjJ1tKwEjWDgRMqu7YfHPs1ZDhhfimTjvTZ3MbqQg6,8237.012515,Solana
44NFc55i6XSrpsdHtu412zW65GoPSmiqxSU2ZtNS6BdH,8233.981438,Solana
D74zi8SnXDXMRTKkDAjYAx9ypbA7Ue3hXkGRJ7GZ1gQw,8233.276598,Solana
3EeCDRAB38t2uunj3i5ARALErXrygL56SN4jJx6z9iGv,8231.403896,Solana
CESPSAeA3BAh5rRupbKmLAKvfT65Buy321wU1uCypio4,8216.149880,Solana
DhsXdGwDMLZXN33J12nti636wpy4xGVUumDX3K52E8uC,8211.758784,Solana
8pLcjHcQ4XvatZXiyc3n8QXQKypLqcfvZEzhMEQdeB1n,8210.799225,Solana
AYb2UqS6D9rNT8beRfx3q2M8Er6zwdiN3A3LdjAUDwBC,8210.321294,Solana
6BD3Re3iEkArdq4TcFdnW13xz5h152CihNpZTEc52wJE,8209.908816,Solana
39Ek6DvTxcYL4xuhf93NtMHQmqAZsVDdxyUdEoMXBaa4,8178.446926,Solana
EtnfjjfxSLUhbbaL2wSMi9fdcmRTprx32LwoMi8NfGBV,8177.581847,Solana
FAPeDRBUwu3bEFU5Vv9HNTPVtmKZrhYp5mpjQWkXrYJe,8176.001433,Solana
CgW5j4aBtSxCFuq2t8E16hbVyrqm1w9pG16JUiW7CsJW,8168.890145,Solana
3t6FBQvxEBo1JzJdxAdfxqJ9K1XyReDX219NXxsHavdg,8160.841283,Solana
FyjVGgsNm1GS11MxY1FDaZ43j9N1AquK5vn3bLCqwc4x,8157.735366,Solana
GFviexARC72F4zzmCXf1V8PzKb38cPE2VGocKYeUbGEd,8145.756035,Solana
CaXsf7kThZstZxiSMwN9Pq9V7DcX4t44m1DQRbxBvq1T,8141.276352,Solana
3sznbpjWakJRcgkYjpJThMBybu53zk6fEp8peHgZRcR7,8141.148803,Solana
EGUJroBGLAbCYg5A1qRcLjPBK8ZQBTJ5pRyMa54uDvGR,8140.957983,Solana
3LggVbyPzYYV4Adq8FvX9xKG4SGnmjZCEJvxYugNxLFw,8134.384787,Solana
5ou5NnGskF2tfSwe1yerhvXepq9i65BW7UH69ENpUB6y,8129.975728,Solana
ERpnhFSVeMwfMJybNphrrG9EGU7chEwR88UBbiKAkBGS,8129.064786,Solana
HCkHmVooY4tDbhySeJUGuF1pCHRSKW9ojMwa6E4kJz7G,8113.998555,Solana
F996np2sGffzPSdgUM7moLwifohp3SeSLuzoxw8fVt8K,8108.557769,Solana
DeAnLkYv58DZtUHL1ZNtZykSaMWa66zoeG9c1YewkHhL,8104.881602,Solana
3aApLb9sYC3FzwauDya1RxULD6ZcytK7B9QNK6V39WQ8,8100.000000,Solana
4LPehJdAQpYKFtUCRZt7JNfK7acXXqtQEzPk3bxZJwk8,8099.664584,Solana
B8LHC45nT3vDNGfyxsDB8aeMTKpKqXPzkHwa5iUkCjLS,8098.255504,Solana
6UWBiCUgZ6PCfoPNuH41d5tiiaVyDQ1kF6mQ3qYNPxWt,8094.888048,Solana
6VkX6tUPnAJsw9DrA57U84tSkUanxDUY8E6G2od52T9t,8093.861323,Solana
FPbhGs2wXvy1tj2WePkY1idHS86v4JYbPHmgoFpsFTCr,8076.376956,Solana
HT21tCMeaWGfbKxTy91MxmTEjp8kdJvuA8rg9XodRyKs,8071.820791,Solana
CRcM2QxEtmBaB8cKFZJdfYbYMxqtpJtWjpLNXGwUpNeH,8064.677729,Solana
FeL8UpmyriV5GkWNtTdohrbkDeUPBgyYuKi2wZQ873Lk,8043.084198,Solana
GFonwca5Tc7DBdvR3ogSWF4vZrsYQiAqq2DKJg4cJmaP,8042.556359,Solana
BDoWXuMSVrnFd5LrbrRm5PNaRs6NKMeSJgLUUzUS8ax7,8042.247900,Solana
Ng7wUjsUdkmKS7jqJntCdCfHzbB4BLpmtjAp5bvRvKr,8028.446877,Solana
H9MWXaomi6P3zJKpZqfvS6vxk56LBMHUc55chWbN5LL4,8023.242960,Solana
GgR8V83M43G2UiKPszvDjY3c35DVqttnxrbVKyDaMNux,8021.841884,Solana
FP3QM5heY3ad1RPQhwjj9oaPnv5FsFs7Dp96JPTxtjSL,8013.693284,Solana
FxxfNW325b22NHAoc6fsxR27RqYbodFhuc5u2o8doPYB,8005.709713,Solana
2wxRRNauJ62yEpwLT6yM6ZueWrtAesf97pPPwCNgfSVx,8003.290333,Solana
363hq24bMGxa4Yvi7Bw86zyiEvQzXyuakwNebDmtSgt5,8001.293900,Solana
4JyUmkp8uAqxppSQB5ZQGWc5jmjPnRdrjHMdpbeRCUzp,8000.161563,Solana
GaBhrYVrD1JaFjeTsgsg6KMshE9oZfYp3nAxS6qVjRT4,8000.000001,Solana
AWeEW9r5SaovfGi3tbMtNNUr591sWjSmkNysGhf44aK9,8000.000000,Solana
7keydETV8dwmTZRXazvKk4vBtcSRsTJP7KVD8ZpReANe,8000.000000,Solana
5jkQ5furowyNWNow16aMJDKsEzg6A7EBXqtwcYmNPwTu,8000.000000,Solana
VxKCsddYFCkfLr3bvvpZ3AozUyrZBSdxPMf18J9g8mA,8000.000000,Solana
DefAYrJqyAHdSzAxMyQe17RCrq2HUoikYScaTD35j6oL,7995.335082,Solana
1qL1dz9iAwJMjeN4e5kAc6JGSDUVVw87Ce6AcJvoaoY,7994.517008,Solana
BTUdeeCq6pznryhC5CsyXcnXU73tsaSLrmaUw6iS1NCt,7992.830380,Solana
G6Wt1Xr8poxwx4xx9Un8fTY6gY8QZYvwZqGnSHqyeCrP,7988.330017,Solana
3q3n3TURYub92pxx14fsH1QASPWmiNKvMGyLkiFreLTw,7986.953247,Solana
DkCP3sUaQVa2sdvrbo27VC6a8Bd45RRpMknH7JmdPpXX,7978.037811,Solana
6i5xpZzbi1LTifHqXm7Hk92K7RXDtbUV5h4EyFL9b3Ez,7977.359877,Solana
6kx3sEVn9Evn7Wj9dmQJ92zcs6VcXhUva3wJEC2NSSKb,7969.232813,Solana
51tm6Lgu5kyTus2DKSajr5Jexf9QBGjovJ5mJWPaQCTs,7964.136726,Solana
1rPLvq4YwT3AjGrxfKA76WLwLmix7PTfthxEk3asc6S,7961.651770,Solana
Gsi4Z4zKbuQJPtBLUZjfgVdez8kFeVuTrLVQW4MREHix,7959.691843,Solana
9gPHc5ge4WyaeXL28qbZ7hmAWuQz6eFsEZKwm5CnkpSo,7939.765181,Solana
BXXoihwtdmPtsepRzmMgBy7wudyiifbWFtmt7JdCgBTX,7936.745649,Solana
756kxMAEZFkUSKs8UzpWKxBVP6NdCieXL2ih8vhNk7uV,7917.777699,Solana
8gj5Z7NBsa2VgzXDG4xHG5NtF2MUogJpeamNZvgyXUig,7909.942943,Solana
6uKuCvRYkTebBbBu3ooHrh1UnkK1VYoigopaJwd1Hgoa,7894.736593,Solana
DisLQi8ZpPWHTGEgvq1S6yZc2kPcfSshpF1Wz7vP6zMo,7894.612042,Solana
Ewo9jsL4vNHPbnzi8tNLBuGGeVmNVvPUVaKw8gf74iqg,7886.278948,Solana
4GYAj9DAzQxMvxEaj4kUv8j6eNSAuENXhD3otUSYDHeu,7885.817182,Solana
7sgQNTrRhvq3n4PGkAiGzGtLmAwboq4vNUUbb4WAWuLX,7884.516024,Solana
4aR2hXpZwbHyvYUcoXxo1TygQhh881eDWfpVUV83NaLh,7877.283663,Solana
CWb1FRHiPBoT55NMdu47H3AeE6YdVnZNDXNpsasfUTwf,7873.336135,Solana
CQSuvWvmoQSQ3zaRBdNTo6Et9MAaPmvQQevrniYrijjW,7867.334053,Solana
9xyuXTGUwrsxBkxHU57bJL3ikvDTP7A4cfdm1YrRvAAY,7864.478585,Solana
7mnYyif4Sk1wQMMjC4S5yeAZYuP6vKsrhyS4xrRYV9SG,7859.487009,Solana
9yc5vGHYQGzjQ4eeekXPe4LkKtEGMDEdopffpTw6owSd,7847.201131,Solana
qpK43okbgKC2FKJf8qpgmyAbv9dUN5QpFQfJEAQCkrv,7838.582700,Solana
5mmLwWPNtp7yQbQzrwApVbLaRb1XxZrwC2njQkKa133u,7829.702865,Solana
8zMtMYdDymhFDkKaZaUgzA8QSBfnjMbcRVbjcUXpqPP1,7822.086558,Solana
ETXJdx2PpsdGgqxRcHACynC1fCYMBo5cpBpCpwAeH7u,7815.544023,Solana
3Xr2Wq654kXwYHR3v5ZmDs2Etuf8EoCFZNaG4uXRehdF,7805.051015,Solana
AQn8TFyL4H3UaWcoxjcVza8mXoV4Jf8BRHuYPMnaUyPN,7797.259818,Solana
DTUARbYZwZknT2UKPS8GWoxUaEnwGFcbt9vNuLDib118,7795.092542,Solana
4c13rkzeaDtMY47ghmwkkDrGCX7psxDLzjKp9resdowZ,7793.472925,Solana
4hv6tpK9xWya48mTD2877wGpbQPUc5XHN2n5FRCjx9LT,7784.916714,Solana
BRerdLAFdYJqixXRTB6AanpjghhzxDZAnzqrZ9w6JkjF,7783.432267,Solana
5cj4qnNueHrtFPqHq3g86cpQBGDjJjxAdS85L198VDuW,7772.161428,Solana
9Pav51o1TFZkW7iaf7b8KNpJngrsrCG1EE755yUds3dG,7767.317396,Solana
5zfLaPGKann5sBxok7PRbFRJYQMpzbHteTxQ2NtaTSNa,7764.100377,Solana
22guts4ShBmSP4N2LUjyrBSP2EVXTXYfJtEVnCSGyXPx,7755.113117,Solana
FtNKDsD7vKunZ6Moxwe1AD9gKTeMiAUBztmuKs7JUBtH,7748.656889,Solana
CeYL5rxM9GQfMYZ46wYFEYgGthsfM5vVvNt7Yrg4Tqey,7737.440791,Solana
As4VGEXBAtSbYPh36BnMSPL3HoKZpwHtYYB84jBcfChN,7730.334292,Solana
FcFzmpRPdg1PDVxABBz5bp2LMDAJ6PSai4hUd4dfWikz,7705.668825,Solana
HTbjyW5gxPc19ZDpvDCHXihdHpgTfrs7SgogwyxK2JRr,7700.820881,Solana
5oVc2J7TQZ9TqZrmSE3kLEVZqUzjKeHt5Dij7EPbhnvv,7698.778830,Solana
EEhij2m4rbmmd5Xvzjk8WwiQSB15Ktky5FTCuC18z6nM,7694.659650,Solana
CbHLbrFnavFtENXzzm2w2EzuJy8nRkU2e5jpPwMGF7FW,7691.646181,Solana
GSMq7hNwp8g1EsgmzoCmZrVHrR1NR1DedfTgz4B7AB4T,7688.779836,Solana
5TRFH2jjQ9NLJHuow9dLx8YeyYwNLxvsAsPZVphfNzxw,7677.175351,Solana
A9Np9VVZUx5nDHTkCBd5HuPEXprd5sfm7V5NJKg5AFJj,7676.469963,Solana
DUaz57pwqhBPn74WeKJdLojiwejmxsygfkqHThHXpnmL,7673.397231,Solana
CRjtNroTKqvKFndZUGVL7QGX3yujQ1n21jsvkzcbcagy,7668.831001,Solana
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,7666.694589,Solana
6XLjdrbcfZVqwhWU5QhKPmsc3igNFXkie8PJwfzB6kiS,7663.768745,Solana
4AccdrcF8TVrpsjNsozQNZPeL7RRdExBejNGjYfucamE,7663.249223,Solana
9uY4sa5sZEPBw9rJVytmn7Kz6AzPVZgGCDiYiHFwQn2L,7660.452214,Solana
DkeVXUvc3igvcqHqvMon9NGRUuG37BkxsBgKJU2B3jKE,7656.180382,Solana
5TTwwnnAjCS8m5LcmErDiUkiRmYRKx1KmKtVLoMdpw9R,7650.377576,Solana
Ge2rvaBR9KkaXECUrT4xHkN7PYjUQ4GRnhidHxQxeDTY,7647.919907,Solana
Dm4UfrMLps4zhMeavmV836RgXBk9fF33vqJfWUSFu65R,7639.557882,Solana
3sQv79XTpvCbEb95LMnmCHwuAUDgmzc7CiMQMFKBfSeg,7614.540307,Solana
FJWRYg92BQfq8UZNqx2dAfHVMvCBNZfBJ7zJxACAvMFy,7609.299201,Solana
C34TVoxWHYynJiZU9XWGpzc5aA8JUF6hJfsBn5cCZXdW,7608.169713,Solana
H3QGYDWvZyFpKBKNhdQdVTSUqdJbvpawHmCsw3MPj9PE,7602.324460,Solana
HFtE6VjDfvBfxZMP9LZahX2E4bNAxDuD8HWKdNhtKiBq,7601.152341,Solana
2iGcZo94BCfvYEUW8aGk3BXShEAdKEaHYLXxTDtPPka8,7600.172320,Solana
DF5jkxAXhtmKjtKn1jRPHRrfvDUzgPNy8SW2x457vWxB,7599.975345,Solana
8698bWeiguhBELXULsG2fn6f44XajVSi1D2XUQsz2Jf7,7596.245965,Solana
21SR3KsrnYwBTiWg9vQqfoHRJUAjLSQB3epvLEWDaVdS,7592.608303,Solana
8uHSk5eELZ7i5XqN6cEwH29f6z6MpKndfpAytcWxGM6i,7578.963500,Solana
3AnjgCm4qwXoy18QbJPQZXEnxyWkZx4ymT3TkkL7H62F,7578.407088,Solana
H24tG65DCV7Z4DsYxwyPe4q6mXEHft2FsbadtLMZj3Q3,7576.779788,Solana
5hrqvG3MEwAocsMXpmBf9EaXMwUDtJWcH6M8jRuXZafX,7565.099710,Solana
BRsnzVQQSwMydz5nFyN4acnk1Zo5gxw7VCjsc9SrgRqa,7561.590135,Solana
6ZWknYgPHfVavbsrSNnKQv2gusnKYuRcPR6oUMV8EfPL,7561.332066,Solana
FmTYRrVHtZqLymt5dvb2aHKi5KYcWQmxDSFvj3s9qZnZ,7559.627380,Solana
DveTcebCRZjaGvMHtubuFXrFbpfAUnxerhXhqx7zWpdR,7555.115326,Solana
FVhXGvQiUicmyW2JgAXAKdPGNJjNvbnGLmhCgqaLY4rD,7552.770740,Solana
BPXAunY2dt6Lm3dbCeEMyDBVQ3a7XYDQhZrXQnx9iEjG,7551.691851,Solana
22Ad4mCJWVRchtRVVUG8Zxd9i1SkuL7k1LXRrJAx7jcJ,7524.670000,Solana
5U4Jkx3aUixDk5uqXm743QCM4adxovFnRVSJ6SyhbdZq,7520.923168,Solana
FC93HpDJQ8g27XxyxVmCatHJswRcKZ6Zv7VewV343vpR,7515.217016,Solana
D123ML54UvWy7d7xTqz7sWmxt7vpV4aetvi2VXUspRn9,7515.129250,Solana
A8JtxQBvh76m6hJ6wVCrbojFFhVpu1w5Tr8J2yNXPDHZ,7506.164271,Solana
GnVz7Yo7kCkAt4NuH78sP8H4cMb7eMkYy7btzU6vkvkk,7503.766692,Solana
87C4tGT27G4MrMU7LWoSZte4vNHwW4AjQCkMzZ8wUypt,7502.710492,Solana
8hYazDjHczDGG9j63iwvjCQyxrRuuiLVDJJRa47XvUPk,7501.572024,Solana
6MERHFi8uRBwaHQbrYAvwqMDeuLCvaJZJPSNtj7jeHso,7500.000000,Solana
445GtVE26hXjpwJftFAT1CDtvAVyJBgJHqAudqBitDoH,7500.000000,Solana
EBc9dJynu9UTv4Vi33WzvTkBSA9XiqKS6JuvSMPZdBxA,7500.000000,Solana
74iocEW4ERA61jSkEjzeiYazkovP46mM6EVnTiEQ3TEi,7492.472912,Solana
97DToaUjs3ysCsTMnAXWP2nfLg4ndxME4hmcGAmB3m4A,7486.685977,Solana
4X1P87KNCEEev5Ut6Q4F8XeE7Szz7rvrPixiP7QSsAUM,7485.410916,Solana
GXrdLfRgnQhFLcFes1RRMnxiyxr56q17hQfJ12ot3SyE,7481.481460,Solana
3Djqdotd1mAPqTaNMUVXDTFxkND4stt5i8S9e8agVCxC,7480.114451,Solana
G7i8PKCXwQ24vEYAoLbvjBLCxE442AW4eMmSR7YfRRPc,7479.268312,Solana
2emXrqRakrHAvSd9DtfjT96PbpMWBqMQcX7Y1zB9V8uU,7478.757756,Solana
Fwvv3nJwRMagrNcMdFQ1Rr7JZ2DKZqFJZ5nE8wbWk2AG,7473.000000,Solana
J2NCwg7ZskrUMNYbMJieKovNedb77btggkgE38PU6zuk,7472.802023,Solana
HDEiyHkVGcRHDpVa7KYN3urho7hV7ATi2RqLvHSpVcZH,7470.300239,Solana
E1hdpyHQnzZAWi5RfeDte17KZ5vM26c5Yvf9ugiGC8Sa,7464.583303,Solana
F1KVNH22eDQNfPzaBbJRmkrn8D459HsSKUMTWatbU66S,7462.103782,Solana
FE1KR9QfG14RT5i8fzTX9aWfCPpHcZSegfaQkiABASgM,7458.532039,Solana
3xpyZa3LG71upAusM2CUUU8PxwNZkQe6fU57xPgfJL6p,7453.316850,Solana
Ct3tCyY3BeVG39QEsXAVV5SijCc3PimQDiqFdgnSXHRc,7451.465135,Solana
7Tv9bzoZtV31SkeVbsbrWJjy6Lw16sjKSrb3ZR8QYPaf,7445.994991,Solana
C4yhqSBCiQA5DHcaSCdWUvpS3wyDP37FnhPWY7HFATvN,7442.544750,Solana
HPssXT5sSKkX9ASVfEKR7vVtJXSVGHSDckAaTvrsX4v7,7439.400000,Solana
CnFLwbi8utUgAixDQYdoNUQDxMo4hia4pbfPwkZHVvQA,7438.053465,Solana
ADypmDwZNvJuLSaqxzp4iCKoF1anQjTQjhY76cnNTvAL,7434.731213,Solana
BRUDAkgEeaR6mmLzj4bXS9gBGaMTxobAEW2xBpSACFE,7427.732280,Solana
EPGqjE99k62VZmBuStTbbdZZdMddPZdqHm1Jqd76ytGo,7427.722002,Solana
9AhEpFmkK3uV6zntgy3nDMzcDujQdaY7TF8QS2o82ogF,7422.129468,Solana
AorbzRd4vrWnNFbXzZwiNt1Ge21VTMhPJLtEGwatzMiQ,7415.449594,Solana
84L6hfKHQMSNUF4HQn6QL63VNGqKe2iM4m3Zcf15BBMf,7414.250443,Solana
Dy8yUjbGnTjBw6RnuVqFCYBnb2MhHtcFVSqvV3kdREao,7409.860655,Solana
CWKtFgpdAak4FZdDZSKvjcmP5S7YNdEMQveMeqVVa32w,7399.274524,Solana
3S5zAfURKWarkSrXnuSQRsezinaRzuPuBZ6juY33yDPB,7394.943442,Solana
3y8jBYp8PqU7m7QJUYXa1ybFnZGmTVKqUqv38zvy9UvJ,7383.466275,Solana
9yy6zWxJu38n8oizS14LWzAZjR1vsWN47Pcnz99WU5xm,7381.378052,Solana
G8nEGjJisc8Qx8Su1YqmgktcBtvAs4Pibg8zxSaBie6B,7369.699441,Solana
DuMFXud4WV4gKhxAZgS7Nm8vLqUFZnrAujJZ7SkcRqgY,7362.105149,Solana
82XtqBVXRWMNo9bUX4gY41djFKdr9jK8KZr5yR5V7QcZ,7358.993649,Solana
J9UDhgfnQCa3NUph3fwsESqWrpTJ5zo1aNiJq5ocfDrz,7358.215242,Solana
8AiU4XK2ZVPaJ7AA7bdtyWEdqGRPf94zEXPfjnUqJajE,7347.949264,Solana
HSivkkd89e4ZaHRto4S873UaAupzeDc6gA1wpvH3Zk4u,7336.781091,Solana
6n2QU8A3V6qyLjSker7hECM13bVHA3UVKURDHTzrq5NX,7320.734781,Solana
6WuyaCp8eGwWMuozom744KVYMmbTGkYdUwxarNY8AsPj,7317.399228,Solana
5vy7PL9YqKyyxzuYg9VXQbipMm51LrWtBys5SVZxRgYZ,7312.009495,Solana
A2QP4eGtR5HV71o8ka9qn4tYAW9FtX5zGvBJJgEP4ZDG,7308.808826,Solana
4CYngQG763q61yThGLQw6ZDmSs28RNzGfmp8rH7VaUvU,7304.160000,Solana
GvtwCAWynZ65pWskhSGhWUMcxdey6GaNe1khtggWv5hU,7293.061310,Solana
2241cSYimRYAFbpkLrH4wxA7tczT5aAdAKAX72fnWbim,7291.763216,Solana
G2y9TKo8L7AjhK2o1ZnbH62Lqn8NVXGKtJuvXV5LfPM,7288.767472,Solana
Frx8F2EevhYDJ3ZPxB6sCvHxoXJHjLTJWMBqZ11TwLQW,7284.483180,Solana
6oeGaqTxoKDGkQ5jSooPUgsUf3KZn466JdcAbCdryu16,7280.057196,Solana
A8n7YKVXUW78kU77gU9KmDVVsDpqnXskURs3nF6D5ZQv,7259.223372,Solana
2Qkrhdrykz9cVdu3vCaQWpzNqSzypnc6jDTSbhnqhnTz,7251.634989,Solana
EzwiPuoMLAsDSLzhtz38ks7JsWN3SqFaecZjVXJqNaGR,7247.201944,Solana
27TBUT6FkE7JmhQhPozaqCshsPZXiDpUPEm4ZH6e5FFZ,7246.982997,Solana
Acr6EMEavc31cWZsc4yYHBKcW2DLgVoc2BfefxZWY6hj,7240.861624,Solana
nuPNAZYiX6h1JeMN2Zm6EnUFNpPNMdKjiry49q3WP5c,7238.999881,Solana
5MKd6UGxK5EQ58ZX3KKUvFu2rSsUL4wG5bDf6fND8za3,7234.175933,Solana
AHG3p2ysEf9cVKfH1wZ9HrfAQPRgwwd1tV6JYAUiNeZ3,7230.355947,Solana
6XfZR9U14hxeJz3XEQkm7seJQKWNpxmKMkkQMy3rDYHP,7222.322031,Solana
4BJC4VtjsJibqGWtuDoW1TThzUFKNv5LZpjVLfAMMX9G,7219.059054,Solana
GcerFBDpd2nLaEeXs3HPgDi1q4oyaAtQTo6Lv9k2ue5h,7214.748851,Solana
EKSsbSCt2FZRmnYRgFCfAeTSKHXWg26bg6JHqZhsaQrH,7206.536992,Solana
67RcPFaBvXF9Fua3kfftqvHE8Lewg7QfCnhsb2nrGvik,7204.259153,Solana
6jTSG6RJF4Wm9EX9oN3cRY6DgL6rMHbYacvXA7jfPFNJ,7194.206872,Solana
EbhGNQYWd3K2f7Hxsj2bNzNkZb7fCMzWJjXy21NgCgMs,7183.039107,Solana
5ZDguSSXGyMJ4hD5xeETacEjtkkUQ4GGAc6HZWRgtNnT,7182.163391,Solana
7w1dpZGbZQYhJGT2pKNb38DZapuc4zHwvw3DaDWv1wqU,7181.990813,Solana
VF7bgFcDcmyZotPCNWBs9fmhk9BRAUWzaYb35o2Pfi2,7176.345973,Solana
A2Jpjyp7L8BkizQjR2ZpBVMDoVkp4DFmPG7E8boNoCk4,7170.187009,Solana
BqeNuurTobZZpk8LHLu8me9V8ipYqcXtgRJkeo9kjdPw,7162.274152,Solana
84118Jf2287FuhisvCRoVw3XRGjUr68xfKMt9McNvju6,7157.267652,Solana
C8AbPRAVzx7v7LNSVn6n7t1cf3bbg1uzU4pqk7m1nwpV,7149.420291,Solana
GUACqjVvfDnAaJswkjgrfPVdLFnpLoZh2QJsEt61scbK,7144.123433,Solana
H7Yr1kiH2p9EAWJyc3z88We4v3TgBrb4NtjCQgzfs3yT,7122.298725,Solana
BKFUpU6MwF94W9zeFVg99HdJ4Uxw9PAKSez1xeKSYjvo,7121.898817,Solana
3sH2UFeyRjQoDxiPAiMtDo2AhdEVJe1KcC1C4UVTKVwG,7109.838615,Solana
5TQi21ef7TJBkTCy2HPhir695KhpepLsKqkQusqjiZby,7108.372080,Solana
4kKCZgbAhrmzqf53RXVcbyLqVJpoR8CoAvZgfWXEHkTK,7106.959665,Solana
DtTTm8hWEFdrWmD3HiTsNYHCg1gZKYG1ims6dmb3WBfa,7100.667681,Solana
AEsM5ZaakBx8arSpJzYMM8eErGDhdaxpP5yypA9vCZEK,7098.124531,Solana
NcWJzk1ACD8JEkXAWNSMRLrXsDYWTW81EUy5jp2yDAf,7092.268876,Solana
DPPGMtbUy4NZzEdkUF8urKiKCnsWH5NtnFY44pavDm1o,7092.014452,Solana
5QgX7BfHAhEZET4hthjPRtt7duzVDttSkZLz3Lk3yNdd,7082.361669,Solana
ERGPyZQ5ojKGpuP6pNP1pDs1xrf7rabKdb45NKLWVhgX,7081.567923,Solana
A46hB4cW2BNwdHTYJwRvtPjReG3gMGP4okFrVQYuGffT,7077.534144,Solana
EQ8aggECUsFertapsp1FGMpcc7WfowTXbwiayouNs1Ha,7072.838932,Solana
7Nxnk1VuSUywXnrAR5Z3W4qAqowEDCqJVvqJkK2upXjf,7071.072792,Solana
BWW3DVgsg9TX6hHjMvKTRxpHVzjSE4MhcarThCCsKLoK,7063.971234,Solana
HSJVumxWnNdZZf7XVhBMPaVGuvpyAehvx4GXAdkLpeMr,7059.588596,Solana
27RUWKNzRmKaDmMcv4WQeN9nGsvifdnrY4gokXfETb7C,7059.039060,Solana
456XSamHywmedgBEv7Y7r7JMNPJuoCXWKoie7a2beiBx,7050.961839,Solana
F2PKHet3eVoyWYZwpN2Y3Rb73XQGU6WtKriVQwVQa4Wy,7050.504484,Solana
BQC2joQjgaCSwm6hxG3PnoV4UubwgsqK8ZoinzVU5MWU,7049.503041,Solana
2BC72i8gTjfgDTbGEQLVt8Sn4F8Gs4wQEZCoArXY7gnn,7029.195580,Solana
ATQaa5gFiN5UzxAoPE9uZBoqznPSXsfnEehfZ41qxbxJ,7021.130404,Solana
8CkVmcjcXPYZJ6zoRKg8AZ2c8ymgzj7RFaAERFnkELjX,7017.481258,Solana
2sfNUN2zPLZkAjjfvTSHq4ZG2yyXJLXJ4vcZaZLpAjaN,7012.032790,Solana
5t9v7g8wtrCibiEJsU4HfpvMSDbMcoc8BPz6mor4CxDX,7011.641801,Solana
3P9bpHhkgmy4RUe3VcXBoUy487WKF1xczug8qqDMAiL6,7006.346701,Solana
9kJqa1hX6Uzv4zE4PgTd6ZPPJsWz9fi5qnaHE76NV1sp,7003.972728,Solana
9muw8ynRxAWKGKpHEuCSHF1kvk47jYciWQuJX8BUJ6hx,7000.646501,Solana
BhToMHqqCKAzwCCFVRuMVnjNC3hxmLu86tM3sTkiEQKS,7000.429459,Solana
EgaUPZUa6iueNEqddypuKMSgFRa1CGuqJiAvVFv6ZaCf,7000.000002,Solana
3q4xkMETkZkuVDWvgaS4YFq3RAjskUazh2Bzeqm6XEMV,6999.200057,Solana
